"cues","BOI","Concrete","SUBTLEX","AoA","n"
"truck",6.041666667,4.84,3.5702,3.79,13
"trucks",6.2,4.89,2.7024,NA,16
"trumpet",6.291666667,4.86,2.3243,6.28,16
"trunk",5.217391304,4.71,3.0048,8.3,14
"tub",6.086956522,4.64,2.8116,3.95,19
"tuba",5.130434783,4.86,1.7924,7,19
"tube",4.916666667,4.82,2.9238,5.5,19
"tubing",4.625,4.38,1.5563,10.79,15
"tugboat",4.555555556,4.78,1.3802,6.17,16
"tulip",5.217391304,5,1.6128,7.15,13
"tumbler",5.136363636,4.08,1.2788,10.45,10
"tummy",5.125,4.68,2.2504,3.72,20
"tuna",4.916666667,4.89,2.6117,5.73,17
"tunic",4.76,3.75,1.4624,11.42,17
"turban",5.148148148,4.76,1.8261,10.24,12
"turf",4.36,4.1,2.3404,10.95,11
"turkey",4.833333333,4.89,3.0622,3.95,19
"turnip",6.12,4.79,1.9494,7,14
"turnstile",4.818181818,4.36,1.301,13.67,13
"turntable",5.347826087,4.57,1.2788,10.39,16
"turtle",4.821428571,5,2.9395,4.17,18
"turtleneck",5.375,4.7,1.6335,6.79,21
"tutor",4.608695652,4.28,2.3729,8.65,14
"tutu",5.413793103,4.68,1.5563,7,16
"tuxedo",5.259259259,4.86,2.2014,8.26,17
"tweezer",5.272727273,4.89,0.4771,9.89,16
"twig",5.28,4.75,1.8451,6.28,19
"twine",5.5,4.03,1.4771,9.38,18
"tyke",5.05,4,1.4472,8.73,9
"typewriter",5.592592593,4.88,2.2095,6.74,14
"ukulele",5.782608696,4.62,1.4771,10.76,15
"umbrella",6.4,5,2.5832,5.68,16
"uncle",5.392857143,4.24,3.8013,4.47,14
"underbrush",4.5,4.44,1,10.11,13
"underclothes",6,4.66,0.7782,7.67,16
"underclothing",6.36,4.29,0.301,7,18
"undercoat",4.772727273,4.5,0.301,12.84,17
"undergarment",6.074074074,4.48,0.9031,10.21,13
"underpants",6,4.89,2.179,3.35,20
"undershirt",5.954545455,5,1.2041,5.56,15
"underwear",6.52173913,4.96,3.0438,3.94,15
"uniform",5.666666667,4.67,3.1028,5.6,18
"upholstery",5.461538462,4.65,1.7782,12.65,10
"urinal",5.666666667,4.6,1.6021,8.47,19
"urn",4.791666667,4.61,2,9.89,16
"vaccine",4.321428571,4.69,1.9956,8.16,16
"vacuum",5.291666667,4.22,2.4698,6.74,14
"vagina",6.041666667,4.82,2.4133,8.89,14
"vaginal",4.36,3.66,1.8261,11.94,16
"valet",4.625,4.26,2.4216,13.67,17
"valve",4.869565217,4.83,2.3945,10.78,10
"van",6.28,4.72,3.4219,5.2,24
"vanilla",4.518518519,4.68,2.3096,4.8,17
"vase",5.36,5,2.2945,7.89,21
"vaseline",5.608695652,4.9,1.6232,NA,14
"veal",4.5,4.75,2.2601,11.17,14
"vegetable",6.391304348,4.89,2.4654,4.17,14
"vegetation",4.925925926,4.45,1.6232,10.58,17
"vehicle",6.173913043,4.64,3.0622,6.58,15
"veil",5.727272727,4.45,2.1818,9.69,14
"vein",4.44,4.63,2.2648,8.53,18
"velvet",4.916666667,4.44,2.5065,7.61,20
"vendor",5,4.5,1.8195,10.17,18
"ventilator",4.72,4.04,1.8129,11.44,16
"veranda",4.666666667,4.54,1.6021,11.89,9
"vermicelli",5.571428571,4.52,0.7782,14.77,12
"vermouth",4.318181818,4.16,1.7076,17.06,12
"vessel",4.925925926,4.66,2.6794,9.94,16
"vest",6,4.52,2.4548,5.83,16
"veterinarian",5.074074074,4.46,1.8129,8.94,14
"vibrator",6.464285714,4.64,1.7853,13.39,13
"videotape",5.44,4.92,2.4232,9.37,15
"viewfinder",4.916666667,4.44,0.699,9.83,20
"village",4.44,4.89,3.2338,7.84,21
"villager",4.666666667,4.24,1.0414,8.26,11
"vinaigrette",5.363636364,4.52,1.1761,12.17,18
"vine",5,4.86,2.0334,6.95,17
"vinegar",5.291666667,4.89,1.9395,7.11,17
"vinyl",4.6,4.54,1.8062,10.68,19
"viola",4.458333333,4.54,2.1818,NA,11
"violin",6.043478261,4.96,2.3856,7.45,16
"violinist",4.47826087,4.84,1.5315,9.17,17
"virgin",4.448275862,3.31,2.9832,10.63,16
"visor",5.041666667,4.66,1.4914,7.83,17
"vitamin",5.2,4.48,2.1367,5.42,21
"vitamins",5.12,4.5,2.2601,6.22,18
"vocalist",4.269230769,4.2,1.1761,10.63,12
"vodka",5.56,4.97,2.7126,11.11,19
"volleyball",6.52,4.93,1.7709,7.05,14
"vomit",4.666666667,4.75,2.4362,5.68,11
"voter",4.75,3.93,1.6232,7.89,14
"vulva",5.16,4.5,0.8451,13.11,11
"wafer",5.909090909,4.56,1.2041,6.89,22
"waffle",6.173913043,4.71,2.0374,5.32,18
"wagon",5.375,4.89,2.9576,5.22,19
"waist",4.888888889,4.72,2.42,6.42,17
"waistband",5.833333333,4.79,1.0414,9.5,17
"waistcoat",6.44,4.63,1.2788,11.88,9
"waiter",4.48,4.67,2.8287,8.28,19
"waitress",4.826086957,4.56,2.7701,7.22,19
"walker",5.181818182,4.42,2.9079,NA,18
"wall",4.68,4.86,3.557,3.79,17
"wallboard",4.64,4.5,0.301,9.29,13
"wallet",6.136363636,4.81,3.066,5.89,23
"wallpaper",4.875,4.62,2.2355,6.55,20
"walnut",5.791666667,4.97,2.0043,6.16,16
"walrus",4.875,5,1.7634,5.06,13
"wand",5.08,4.73,2.1987,6.39,21
"warden",4.434782609,4.27,2.7589,11,20
"wart",4.56,4.89,1.8062,7.25,15
"washbasin",5.833333333,4.74,0.301,8.5,15
"washboard",5.208333333,4.86,0.9031,8.65,15
"washbowl",5.692307692,4.76,0.301,7.32,18
"washcloth",6.192307692,4.93,1.301,4.17,15
"washer",5.518518519,4.7,2.0212,6.32,19
"washerwoman",4.55,3.92,0.8451,8.39,15
"washroom",5.037037037,4.76,1.9395,6,16
"washstand",4.652173913,4.85,0.4771,10.71,14
"waste",4.318181818,3.24,3.4341,6.5,20
"wastebasket",6.217391304,4.63,1.5185,5.68,14
"watch",5.269230769,4.61,4.2261,4.33,24
"watchband",5.923076923,5,0.9031,7.24,15
"watchdog",4.333333333,4.29,1.7324,9.39,19
"watchmaker",4.56,4.36,0.9031,8.41,22
"water",6.192307692,5,4.0599,2.37,16
"watercress",4.782608696,4.31,0.699,13.12,17
"watermelon",5.869565217,4.89,2.0531,4.22,19
"wax",5.291666667,4.97,2.6646,6,12
"waxwork",4.3,3.96,0.4771,11.89,9
"weapon",5.52173913,4.76,3.3766,6.95,22
"weaponry",5,3.56,1.7404,11.3,16
"weatherman",4.285714286,4.73,2.0334,7.11,13
"web",4.375,4.37,2.673,5.37,15
"weed",5.28,4.9,2.7789,6.79,15
"wench",4.956521739,3.86,1.9494,10.72,12
"wheat",4.88,4.89,2.4683,6.53,14
"wheel",5.458333333,4.86,3.1402,4.4,18
"wheelbarrow",5.5,4.79,1.5051,6.78,18
"wheelchair",6.132791328,4.93,2.5011,6.89,13
"wheelhouse",4.434782609,4.56,1.0414,12.57,8
"whip",5,4.68,2.8274,7,19
"whirlpool",4.565217391,4.64,1.5051,8.95,16
"whisk",6,4.33,1.4771,8.72,17
"whisker",4.863636364,4.7,1.1461,5.05,14
"whiskers",4.625,4.89,2.0414,5.11,16
"whiskey",6.08,4.74,2.9154,9.38,14
"whisky",5.857142857,5,2.3139,NA,21
"whistle",4.47826087,4.42,2.8971,5.42,18
"whore",4.782608696,4.15,3.0322,12.22,11
"wife",6.357142857,4.13,4.2503,5.67,16
"wig",5.913043478,4.72,2.6304,5.63,15
"wigmaker",4.36,4.11,0.301,10.11,14
"wigwam",4.888888889,4.48,1.2304,8.92,9
"wildcat",4.583333333,4.79,1.8573,7.44,16
"wildlife",4.44,4.26,1.9956,6.22,16
"winch",5.045454545,4.4,1.8451,12.22,12
"windbreaker",5.307692308,4.12,1.2304,6.79,15
"window",5.68,4.86,3.6422,4.74,15
"windowpane",5.416666667,4.86,1.1461,8.58,15
"windowsill",5.391304348,4.7,1.5315,5.17,14
"windshield",5.708333333,4.86,2.2253,7.85,16
"windsock",4.391304348,4.39,0.301,12,19
"wine",5.791666667,4.79,3.4884,7.9,25
"wineglass",6.416666667,4.93,0.699,8.78,13
"wing",4.48,4.86,3.0141,4.79,16
"wingman",4.391304348,3.61,1.7634,12.76,18
"wiper",5.125,4.56,1.4771,8.37,14
"wiring",4.428571429,4.64,2.0755,9.21,17
"wishbone",5.458333333,4.68,1.415,7.16,17
"wolfhound",4.346153846,4.8,0.301,11.71,17
"woman",5.333333333,4.46,4.3457,4.95,19
"wood",5.590909091,4.85,3.1392,4.58,16
"woodblock",5.4,4.59,0.301,8.56,17
"woodcarver",4.625,4.59,0.4771,8.86,15
"woodcraft",4.296296296,4.15,0.301,8.95,23
"woodcutter",4.44,4.54,1.1139,7.89,15
"woodpecker",4.833333333,4.93,1.7076,6.5,15
"woodpile",5,5,1.0792,6.85,16
"woods",4.409090909,4.87,3.1711,4.93,18
"woodshed",5.25,4.68,1.3617,7.72,19
"woodwind",4.96,4.43,1.2041,9.37,16
"woodwork",5.12,4.45,1.6435,10.42,24
"wool",5.392857143,4.86,2.2095,8.06,16
"workbench",6.208333333,4.62,1.0414,6.78,14
"workbook",5.703703704,4.57,0.8451,6.65,21
"workbox",5.454545455,4.08,0.301,9.27,10
"worker",5.086956522,4.59,2.7474,6.67,24
"workroom",4.703703704,4.66,1.0792,9.74,12
"worksheet",4.64,4.66,0.7782,8,14
"workshop",4.4,4.54,2.1584,7.78,12
"worm",4.681818182,4.9,2.7135,3.89,19
"wound",4.583333333,4.24,3.1316,7.52,19
"wounds",4.391304348,4.19,2.8561,NA,16
"wrapper",5.791666667,4.39,1.9345,6.11,20
"wreath",5.461538462,4.93,1.7404,7.06,13
"wrench",6.181818182,4.93,2.3075,7.84,14
"wrestler",4.96,4.42,1.9638,7.48,14
"wrist",6.291666667,4.93,2.7226,5.94,16
"wristband",5.583333333,4.79,1,8,17
"wristlet",5.428571429,4.38,0.301,12.88,22
"wristwatch",6.5,4.85,1.7782,7.32,18
"xylophone",5.821428571,4.75,1,7.11,17
"yacht",4.88,4.97,2.6232,10.06,13
"yachtsman",4.291666667,4.35,0.6021,11.06,14
"yam",5.259259259,4.93,1.6435,8.34,20
"yardstick",5.956521739,4.69,1.2553,6.8,20
"yarn",6.115384615,4.93,1.9138,6.61,16
"yearbook",5.56,4.58,2.3838,10.39,18
"yoga",4.44,4.53,2.3579,13.17,21
"yogurt",6.347826087,4.9,2.0682,3.72,14
"yolk",4.875,4.78,1.3424,5.89,17
"you",5.52,4.11,6.3293,4.35,13
"youngster",5,3.76,1.8751,6.11,12
"yourself",5.583333333,4.39,4.3454,4.95,12
"zipper",6.08,4.83,2.1614,5,12
"zucchini",5.923076923,4.87,1.699,6.79,19
