"Cue","AFSS","BOI","Concrete","SUBTLEX","AoA","Length","n.unique","n.unique.affordance","total.affordance"
"sand",40,5.956521739,5,3.0154,4.63,4,27,20,56
"sandalwood",27,4.36,4.71,1.1461,13,10,28,20,43
"sandbag",33,5.25,4.68,1.301,7.83,7,29,24,50
"sandbank",38,4.52,4.83,0.4771,8.79,8,32,26,55
"sandbox",27,5.777777778,4.86,1.7404,4.14,7,27,23,52
"sandcastle",33,5.095238095,4.96,0.699,5.42,10,28,25,51
"sandpaper",35,5.913043478,4.85,1.3617,6.33,9,27,19,59
"sandwich",26,6.333333333,4.9,3.0488,4.79,8,25,22,65
"sangria",22,4.863636364,4.45,0.9542,15.11,7,25,25,51
"sapling",22,4.304347826,4.52,1,9.2,7,25,20,35
"sapphire",38,5.125,4.76,1.7924,9.22,8,30,23,54
"sardine",29,4.869565217,5,1.6721,7.74,7,36,30,79
"sarong",25,5.357142857,4.5,0.9031,12.92,6,28,21,49
"sash",34,4.916666667,4.67,1.7709,7.67,4,34,24,56
"satchel",17,5.583333333,4.73,1.8808,12.35,7,28,25,59
"satin",26,5.125,4.57,2.1271,10.37,5,33,21,48
"sauce",39,5.130434783,4.75,2.9009,5.37,5,34,32,108
"saucepan",40,6,4.67,0.9542,7.89,8,26,26,82
"sauerkraut",18,5.148148148,4.54,1.716,9.26,10,25,22,53
"sauna",33,5.363636364,4.68,1.8451,10.28,5,37,36,83
"sausage",33,6.48,4.88,2.5999,6.05,7,26,22,68
"saw",18,4.76,4.46,4.3123,5.36,3,26,24,42
"sawdust",28,4.4,4.93,1.4914,7.16,7,27,20,43
"sawhorse",27,5.125,4.78,0.301,9.58,8,24,21,41
"saxophone",30,6.222222222,5,1.9395,9.1,9,49,41,84
"scab",33,4.958333333,4.71,1.5185,6.65,4,25,22,62
"scale",31,5.652173913,4.39,2.6866,8.85,5,34,30,64
"scallion",35,5.173913043,4.72,0.9542,NA,8,25,22,65
"scallop",25,5.48,4.61,1,11.26,7,24,22,52
"scalp",27,5.25,4.82,2.2765,6.68,5,25,20,43
"scalpel",32,5.545454545,4.86,2.2095,10.73,7,31,31,69
"scanner",26,5.444444444,4.79,2.179,11.37,7,26,23,48
"scapula",31,4.684210526,4.08,1.1761,14.88,7,26,22,41
"scar",32,4.608695652,4.74,2.6365,5.68,4,37,29,53
"scarecrow",17,5,4.68,1.9542,5.56,9,25,20,33
"scarf",34,6.434782609,4.97,2.3802,5.68,5,26,22,76
"school",41,5.16,4.79,4.2302,3.89,6,25,24,77
"schoolboy",31,4.92,4.5,1.8325,6.63,9,31,23,61
"schoolgirl",39,4.625,4.66,1.9868,6.68,10,29,27,68
"schoolhouse",30,5.291666667,4.86,1.7634,6.76,11,28,24,60
"schoolwork",44,4.5,4.1,1.699,5.21,10,26,25,71
"scientist",31,4.47826087,4.24,2.7938,6.89,9,34,28,65
"scissors",29,6.291666667,4.85,2.534,4.5,8,60,60,135
"scoop",42,4.28,4.15,2.4624,5.14,5,35,33,81
"scooter",35,5.913043478,4.96,2.1461,6.68,7,26,23,62
"scorecard",52,4.875,4.61,0.9542,7.53,9,39,33,84
"scorpion",39,4.32,4.84,2.1367,7.84,8,32,26,70
"scotch",31,5.4,4.55,2.8768,11.83,6,31,25,71
"scrapbook",37,5.84,4.76,1.7924,7.56,9,26,25,77
"scraper",31,5.12,4.23,0.7782,8.18,7,30,24,63
"scratches",56,4.4,4.59,2.0934,NA,9,34,30,81
"screen",36,5.041666667,4.6,3.077,5.84,6,25,24,63
"screw",35,5.708333333,4.81,3.2817,6.65,5,32,29,67
"screwdriver",42,6.52173913,4.9,2.1106,6,11,31,31,82
"scribbling",32,4.814814815,4.1,1.4914,NA,10,25,24,59
"script",37,5.041666667,4.72,3.0004,9.79,6,24,23,74
"scrotum",21,5.291666667,4.87,1.4771,14.44,7,28,19,37
"scrubber",20,4.32,4.52,1.1461,8.21,8,32,31,66
"sculpture",46,5.782608696,4.79,2.2041,7.47,9,32,29,86
"scythe",26,4.727272727,4.29,1.2304,11.87,6,26,25,58
"sea",44,4.653846154,4.79,3.4847,4.74,3,26,23,82
"seam",22,4.44,4.5,1.5315,7.6,4,28,23,39
"seamstress",25,4.4,4.43,1.4472,9.71,10,26,25,67
"seaplane",30,4.333333333,4.75,1.0792,11.47,8,25,24,62
"searchlight",21,4.391304348,4.63,1.3617,8.15,11,25,24,40
"seashore",47,4.44,4.63,1.3979,6.44,8,29,25,92
"seasoning",33,4.47826087,4.67,1.4472,7.45,9,30,26,73
"seat",46,6.416666667,4.78,3.6041,4.58,4,53,49,109
"seawater",25,4.961538462,4.41,1.3802,6.56,8,25,21,49
"seaweed",24,4.458333333,4.89,1.9494,6.74,7,27,21,52
"secretary",63,5.2,4.54,3.2292,7.75,9,37,32,87
"sedan",37,5.565217391,4.72,1.959,8,5,30,24,84
"sedative",30,4.416666667,4.56,2.1173,11.85,8,35,32,67
"seed",26,5.185185185,4.71,2.5877,4.72,4,36,34,84
"seedling",33,5.083333333,4.56,0.7782,6.89,8,30,27,64
"semen",21,5.269230769,4.79,2.3054,12.37,5,27,20,35
"senorita",28,4.391304348,4.18,1.5682,11.05,8,34,20,43
"sequin",23,4.923076923,4.24,0.9031,8.76,6,26,22,38
"servant",43,4.782608696,4.64,2.7924,7.89,7,30,25,77
"serviceman",28,4.8,4.57,0.9542,8.79,10,25,19,33
"sesame",32,4.652173913,4.5,1.8976,7.41,6,26,23,68
"sex",32,5.16,4.1,3.89,9.79,3,26,22,45
"shack",33,5.125,4.93,2.4609,6.15,5,33,31,73
"shaker",37,4.36,4.11,1.9138,8.33,6,33,30,64
"shallot",23,5.380952381,4.59,0.4771,14.79,7,25,20,55
"shampoo",28,6,4.68,2.3345,5.39,7,30,30,76
"shamrock",29,4.5,4.89,1.1761,10,8,26,22,45
"shank",32,4.565217391,4.18,1.8451,11.89,5,25,25,55
"sharpener",29,4.785714286,4.64,1.2553,6.44,9,30,22,52
"shavings",48,4.6,4.5,1.3424,NA,8,60,40,71
"shawl",27,5.76,5,1.8513,9.74,5,24,22,57
"shed",21,4.333333333,4.55,2.749,7.33,4,25,20,49
"sheep",44,4.5,4.9,2.8363,4.25,5,36,25,75
"sheepdog",48,5.375,4.72,1.4472,7.11,8,28,25,82
"sheepskin",38,4.928571429,4.78,1.1761,10.21,9,31,25,65
"sheet",30,5.708333333,4.93,2.7731,5.33,5,26,25,59
"shelf",38,4.782608696,4.96,2.5514,5.5,5,36,33,94
"shell",38,5.291666667,4.8,2.8293,5.22,5,30,28,73
"shellfish",43,5.76,4.53,1.7076,9.1,9,26,23,85
"shelter",42,5.269230769,4.64,2.7752,9.21,7,32,29,77
"shelving",18,5.47826087,4.67,1.1139,NA,8,24,22,46
"sherbet",19,5.916666667,4.83,1.4771,7,7,26,21,46
"shield",30,5.037037037,4.66,2.6222,6.5,6,25,24,56
"shin",32,5.592592593,4.86,2.1987,8.39,4,27,25,58
"shinbone",38,4.826086957,4.8,1.2041,9.12,8,24,22,44
"shingle",49,4.625,4.82,1.5911,8.56,7,53,39,75
"ship",46,5.2,4.87,3.7028,5.33,4,26,20,83
"shipman",33,4.407407407,3.92,0.8451,NA,7,26,19,45
"shipmate",36,4.72,4.52,1.2553,9.42,8,31,25,58
"shirt",41,6.473045822,4.94,3.374,3.53,5,32,30,104
"shirtsleeve",40,6.125,4.64,0.301,6.47,11,26,25,78
"shirttail",36,5.333333333,4.78,1.2041,8.89,9,32,29,60
"shoe",35,6.458333333,4.97,3.1906,2.6,4,28,25,76
"shoehorn",26,5.75,4.57,1.1461,7.89,8,27,22,40
"shoelace",26,6.16,5,1.5911,4.16,8,34,32,74
"shoestring",30,6.36,4.87,1.1461,6.21,10,31,30,74
"shopkeeper",28,4.555555556,4.43,1.3222,8.11,10,25,21,47
"shopper",34,4.541666667,4.44,1.5315,6.58,7,26,22,54
"shore",36,4.333333333,4.79,3.006,6.93,5,37,32,85
"shortbread",30,5.416666667,4.56,1.0414,8.78,10,36,34,87
"shortcake",30,5.846153846,4.41,1.4314,6.79,9,37,30,76
"shorts",44,6.04,4.82,2.6821,3.95,6,33,28,92
"shot",46,4.392857143,4.44,4.0645,5.84,4,33,26,67
"shotgun",44,5.826086957,4.96,2.7101,7.53,7,26,24,72
"shoulder",37,5.869565217,4.93,3.1261,4.5,8,27,25,75
"shovel",30,5.925925926,4.97,2.5441,6.28,6,31,30,77
"shower",39,5.391304348,4.89,3.3218,4.72,6,37,36,101
"showerhead",41,5.041666667,4.93,1,8.05,10,35,29,91
"shrimp",36,4.909090909,4.8,2.6484,7.11,6,26,25,84
"shrine",33,4.555555556,4.47,2.1818,9.63,6,25,23,51
"shrub",61,5.259259259,4.92,1.1761,8.06,5,67,56,149
"shuffleboard",28,5.130434783,4.74,1.3222,10.63,12,25,23,42
"shutter",29,4.541666667,4.38,1.8751,7.83,7,26,20,44
"shuttle",42,4.695652174,4.63,2.4518,8.37,7,34,34,74
"sibling",36,5.04,4.37,1.699,7.58,7,27,23,77
"sideboard",23,5.222222222,4.42,1.1461,10.24,9,27,20,38
"sideburns",25,5.166666667,4.96,1.7782,8.44,9,26,21,39
"sidecar",20,4.347826087,4.82,1.4914,9.78,7,26,21,36
"sidewalk",38,5.291666667,4.96,2.4472,4.28,8,36,35,115
"sifter",45,4.782608696,4.64,0.7782,11,6,33,31,72
"sign",48,4.666666667,4.62,3.8324,4.32,4,35,32,79
"signpost",52,5.25,4.63,1.2304,7.89,8,37,35,79
"silk",28,4.8,4.7,2.699,7.39,4,34,21,47
"silkworm",28,5.208333333,4.62,0.6021,7.95,8,28,20,32
"silverware",29,6.24,4.66,2.0414,5.89,10,25,23,62
"singer",40,4.821428571,4.62,2.9036,5.06,6,36,31,84
"sink",41,5.48,4.74,2.9365,4.47,4,39,36,96
"sirloin",25,5.32,4.66,1.5051,11.33,7,29,25,77
"sister",38,4.8,4,3.9642,3.68,6,27,22,66
"skate",33,4.913043478,4.56,2.48,5.37,5,32,26,63
"skateboard",39,6.04,4.86,1.9345,6.94,10,28,26,68
"skateboarder",48,4.739130435,4.82,1,9.84,12,35,30,62
"skeleton",29,4.347826087,4.97,2.4183,6.68,8,28,24,51
"sketch",42,4.88,4.56,2.4031,9,6,27,26,63
"sketchbook",69,5.833333333,4.79,1.0414,7.52,10,61,60,205
"skewer",33,4.5,4.46,1.3424,8.94,6,27,22,50
"ski",29,5.52,4.63,2.617,6.68,3,30,21,50
"skillet",24,5.409090909,4.73,1.7993,8.2,7,34,33,87
"skin",51,6.16,4.79,3.3516,4.48,4,37,31,91
"skirt",42,6.041666667,4.82,2.7067,5.67,5,25,23,72
"skittles",61,5.24,4.93,1.4472,NA,8,57,48,141
"skullcap",28,4.962962963,4.54,0.7782,14.06,8,25,22,41
"slacks",22,6.103448276,4.57,1.7559,NA,6,32,25,54
"slaw",22,4.8,4.64,1.2553,8.28,4,26,23,47
"sled",43,6.086956522,5,2.1761,4.89,4,39,36,86
"sledge",45,4.380952381,4.11,1.3979,10.06,6,27,20,73
"sledgehammer",35,5.916666667,4.89,1.6628,9.52,12,30,28,60
"sleeve",16,5.798376184,4.84,2.4579,4.94,6,26,22,43
"sleigh",30,4.84,4.71,2.2253,6,6,28,26,61
"slide",27,5.130434783,4.48,2.959,4.79,5,32,27,59
"slime",34,4.37037037,4.48,2.1523,6.78,5,31,29,81
"sling",42,4.909090909,4.52,2.0719,8.67,5,39,31,70
"slingshot",27,5.4,4.87,1.8573,6.53,9,26,24,46
"slipcover",23,5.409090909,4.69,0.4771,10.37,9,30,24,58
"slipknot",28,4.84,4.68,0.9031,11.05,8,25,24,54
"slipper",27,6.166666667,4.86,2.0569,5.26,7,25,21,58
"slug",31,4.434782609,4.64,2.4048,6,4,31,25,51
"slush",33,4.541666667,4.04,1.4624,6.95,5,29,26,60
"slut",24,4.652173913,3.19,2.7634,12.67,4,26,20,42
"smock",32,5.08,4.78,1.415,6.26,5,30,19,60
"smooch",22,4.32,4.21,1.3979,6.74,6,26,26,48
"smoothie",25,6.041666667,4.62,1.5798,8.73,8,25,24,59
"smuggler",27,4.481481481,4.31,1.7993,9.95,8,28,24,53
"snack",28,6.142857143,4.36,2.6693,2.78,5,25,25,68
"snail",42,4.52173913,4.93,1.959,5.79,5,37,32,83
"sneaker",43,6.48,4.69,1.5563,6.25,7,35,34,99
"snorkel",22,4.814814815,4.56,1.5051,9.11,7,24,23,44
"snot",35,5.32,4.48,2.0374,5.47,4,32,25,59
"snow",31,5.538461538,4.85,3.2041,4.11,4,26,23,73
"snowball",33,5.5,4.93,1.8573,4.74,8,32,29,92
"snowdrift",35,4.304347826,4.78,1,11.37,9,29,22,56
"snowfall",41,4.347826087,4.66,1.3222,5.63,8,35,27,71
"snowflake",29,5,4.76,1.7853,5.32,9,30,21,52
"snowman",26,4.916666667,4.64,1.9912,3.47,7,25,23,49
"snowshoe",35,5.541666667,4.67,0.4771,7.68,8,26,23,58
"soap",29,6.434782609,4.93,2.8899,3.17,4,35,35,88
"soccer",47,4.64,4.76,2.8069,5.89,6,32,31,95
"sock",35,5.833333333,4.91,2.6618,2.94,4,30,28,80
"socket",26,5.24,4.32,1.9191,8.06,6,25,22,37
"soda",22,6.47826087,4.97,3.0056,4.42,4,24,23,47
"sofa",29,6.608695652,4.9,2.4771,4.5,4,32,32,94
"softball",29,5.75,4.89,2.0645,6.42,8,33,31,100
"soil",32,5.703703704,4.87,2.5999,6.48,4,36,32,75
"soldier",31,4.56,4.72,3.298,6.94,7,25,23,49
"soles",29,4.913043478,4.17,1.6812,NA,5,34,28,60
"sombrero",30,5.518518519,4.7,1.1761,9.06,8,30,24,51
"someone",78,4.625,3.71,4.357,4.92,7,35,27,127
"son",42,5.875,4.14,4.3212,3.78,3,27,19,76
"songbook",41,5.76,4.63,0.6021,6.39,8,36,36,96
"souffle",33,5.571428571,4.57,1.3617,11.8,7,29,23,70
"soup",40,5.576923077,4.72,3.1092,5.37,4,25,22,85
"sourdough",24,5.12,4.66,1.2553,9.58,9,34,28,87
"southerner",41,5.045454545,3.67,1.0792,9.68,10,31,22,55
"soy",22,4.785714286,4.7,2.0755,13.56,3,25,21,56
"soybean",15,5.2,4.82,1.415,11.6,7,25,20,42
"spacesuit",26,4.814814815,4.96,0.8451,6.75,9,28,22,51
"spade",21,4.4,4.46,2.0755,8.11,5,29,21,45
"spareribs",22,4.869565217,4.76,1.3617,9.94,9,30,22,60
"spatula",27,5.708333333,4.96,1.7559,7.32,7,36,36,91
"speakers",23,4.92,4.93,2.0043,NA,8,25,21,54
"spear",53,5.208333333,5,2.3674,7.22,5,39,37,102
"spectacles",25,5.28,4.56,1.6335,NA,10,25,21,49
"spectroscope",18,4.9,4,0.4771,15.18,12,25,22,31
"speedboat",38,5.434782609,4.87,1.4472,6.5,9,31,28,80
"spices",43,5.391304348,4.66,2.0607,6.69,6,54,50,127
"spider",31,5.32,4.97,2.7126,3.43,6,25,20,47
"spike",42,4.615384615,4.52,2.7966,7.58,5,29,23,60
"spinach",39,4.96,4.77,2.1173,4.94,7,27,26,86
"spine",40,4.8,4.88,2.4683,7.35,5,26,22,61
"spit",41,4.391304348,4.71,2.9948,5.06,4,33,26,59
"splint",31,4.958333333,4.69,1.6532,9.16,6,26,24,49
"splinter",30,4.652173913,4.41,1.8808,4.72,8,27,23,40
"spokesman",27,4.375,4.11,1.7853,9.05,9,25,22,45
"sponge",25,6.5,5,2.5353,5,6,24,23,73
"spool",36,4.52173913,4.62,1.4314,8,5,29,22,46
"spoon",51,6.115384615,4.96,2.5899,2.5,5,34,31,121
"sportswoman",40,4.68,4.32,0.4771,9.48,11,26,23,52
"sportswriter",47,4.32,3.93,1.5682,11.89,12,33,27,64
"spout",27,5,4.67,1.7243,8,5,25,23,48
"sprayer",27,4.96,4.62,0.8451,7.71,7,27,24,56
"spreader",25,4.375,3.72,1.5563,9.21,8,29,24,54
"sprinkler",34,4.962962963,4.89,1.6812,5.53,9,31,25,74
"sprinter",29,4.565217391,4.13,0.7782,9.74,8,36,34,65
"spyglass",39,5.64,4.79,1.1761,10.83,8,28,24,66
"squash",42,5.409090909,4.7,2.3502,6.94,6,27,22,76
"squeegee",24,5.875,4.75,1.1761,9.94,8,25,20,46
"squirrel",35,4.346153846,4.89,2.4472,4.44,8,31,26,66
"stableman",32,4.375,4.73,0.301,10.21,9,28,26,59
"staff",49,4.928571429,4.36,3.213,10,5,31,30,77
"stage",35,4.875,4.64,3.3664,6.32,5,25,23,84
"stagecoach",34,4.538461538,4.93,1.716,9,10,29,25,63
"staircase",30,5.695652174,4.66,1.9542,6.5,9,31,29,75
"stairs",33,5.88,5,3.0839,4.22,6,52,48,129
"stairwell",32,5.038461538,4.85,2.0374,8.94,9,37,32,98
"stake",41,4.36,4.21,2.9284,8.47,5,34,30,75
"stall",35,4.625,4.37,2.6609,7.75,5,32,24,54
"stallion",54,4.88,4.72,2.2148,9.42,8,37,36,120
"stamp",39,5.304347826,4.7,2.4814,6.33,5,34,28,72
"staple",39,5.32,4.34,1.7634,7.18,6,31,27,58
"stapler",29,6.458333333,4.62,1.6532,5.83,7,32,26,54
"starch",20,4.416666667,4.29,1.8451,10.67,6,28,23,50
"stationary",65,4.727272727,3.95,1.699,7.22,10,45,38,123
"statue",63,4.777777778,4.93,2.7332,7.55,6,33,29,96
"statuette",32,4.739130435,4.54,0.699,13.62,9,25,20,47
"steak",37,5.75,4.96,2.9186,6.63,5,29,25,79
"steamboat",42,4.541666667,4.9,1.4314,7.67,9,32,32,78
"steel",28,4.884615385,4.87,2.9741,7.68,5,25,21,58
"steelworker",26,4.44,4.44,0.301,10.27,11,33,25,54
"stem",24,4.666666667,4.63,2.0607,7.26,4,26,22,39
"stencil",21,5.583333333,4.83,1,6.94,7,25,22,51
"step",28,5.2,4.54,3.782,4.11,4,31,29,72
"stepbrother",42,4.88,4.67,1.2304,7.72,11,26,22,69
"stepchild",39,5.04,4.33,0.9031,7.89,9,33,28,83
"stepdaughter",37,4.72,4.07,1.4914,8.61,12,35,25,63
"stepfather",49,5.16,4,2.1818,8.42,10,27,23,65
"stepladder",41,6.130434783,4.67,1.2788,7.22,10,33,31,80
"stepson",39,5.304347826,3.68,1.4472,7.94,7,28,24,54
"stereo",42,5.68,4.63,2.4843,5.95,6,40,34,92
"steroids",37,4.52,4.52,2.1173,13.18,8,28,21,58
"stethoscope",27,5.8,4.86,1.6902,8.5,11,35,29,55
"stewardess",37,5.12,4.31,2.2095,9.35,10,27,25,61
"stick",49,6.16,4.59,3.695,3.89,5,33,31,89
"stilt",19,4.652173913,4.5,0.4771,10.25,5,27,22,39
"stirrer",26,4.615384615,3.83,0.699,8.56,7,31,27,64
"stirrup",34,4.958333333,4.9,1.1139,9.68,7,31,24,53
"stitching",30,4.444444444,4.48,1.5185,8.89,9,26,24,60
"stockbroker",46,4.851851852,4.32,1.7404,11.05,11,29,23,64
"stocking",35,5.6,4.86,2.1303,6.68,8,26,25,65
"stockings",40,5.84,4.62,2.281,5.44,9,35,28,88
"stomach",29,4.44,4.89,3.237,5.26,7,26,26,58
"stomp",32,4.321428571,4.41,2.1367,5.79,5,26,22,50
"stone",50,5.875,4.72,3.3166,4.44,5,36,30,106
"stoneware",37,5.434782609,4.66,0.4771,11.71,9,25,19,51
"stool",35,6.076923077,4.9,2.2553,6.21,5,25,25,84
"stoop",20,4.5,4.63,2.1004,9.76,5,29,21,43
"stopwatch",46,6.041666667,4.92,1.5798,8.33,9,38,34,94
"store",36,5.739130435,4.5,3.6211,4.76,5,33,30,74
"storehouse",20,4.5,4.62,1.2304,8.56,10,25,23,43
"storekeeper",34,4.75,4.69,1.2553,7.6,11,28,25,61
"storeroom",24,4.655172414,4.5,1.9243,8.11,9,33,26,54
"storybook",37,5.703703704,4.92,1.4472,4.94,9,29,29,75
"stove",28,5.75,4.96,2.5888,4.32,5,33,32,94
"straightedge",36,4.291666667,4.07,0.4771,11.37,12,30,25,63
"strainer",21,4.875,4.46,1.1761,9.63,8,32,26,49
"straitjacket",52,5.037037037,4.73,1.6335,11.11,12,37,35,85
"strap",33,4.923076923,4.79,2.4216,5.61,5,25,21,64
"straw",32,6,4.77,2.5038,4.22,5,32,30,80
"strawberry",38,6.357142857,5,2.4518,4.21,10,26,22,98
"stream",35,4.678571429,4.5,2.6138,6.47,6,36,27,91
"street",34,4.708333333,4.75,3.8784,4.58,6,26,23,86
"streetcar",42,4.791666667,4.89,1.8195,9.95,9,33,32,105
"streets",41,4.769230769,4.77,3.2074,NA,7,30,26,102
"streetwalker",33,4.84,4.33,1.1139,12.61,12,30,27,55
"stretcher",29,5.08,4.56,2.0569,9.39,9,36,32,66
"string",70,5.626180837,4.76,2.8109,4.94,6,63,54,163
"stroller",24,6.5,4.96,1.6628,7.84,8,26,23,59
"strongbox",20,4.454545455,4.79,1.2304,12.22,9,27,23,45
"strudel",27,5.666666667,4.12,1.6812,10.59,7,25,22,57
"student",25,5.043478261,4.92,3.3416,5.94,7,25,22,58
"stuff",67,4.391304348,3.13,4.1946,5,5,33,20,98
"submarine",47,4.826086957,4.8,2.5599,7.94,9,25,20,68
"substance",41,4.47826087,3.44,2.5623,9.68,9,26,20,56
"subway",32,5,4.86,2.738,7.68,6,36,34,88
"suds",22,4.652173913,4.59,1.3979,6.79,4,27,18,47
"suede",29,5,4.24,1.9685,10.5,5,27,23,60
"sugar",35,6.173913043,4.87,3.2849,3.95,5,29,24,75
"sugarcane",28,5.043478261,4.89,0.8451,7.63,9,26,22,52
"suit",42,6.52173913,4.97,3.5441,6.67,4,28,21,77
"suitcase",43,6.08,4.97,2.8351,8.22,8,38,38,121
"summerhouse",32,5,4.54,1.3617,10.33,11,35,30,78
"sundae",32,5.96,4.59,1.9138,5.11,6,28,23,69
"sundeck",47,4.5,4.61,0.301,9.4,7,28,27,79
"sunflower",39,5.333333333,4.8,1.5441,6,9,28,25,80
"sunglasses",30,6.458333333,4.83,2.3054,5.56,10,25,21,48
"sunroof",38,4.814814815,4.68,1.3617,11.15,7,25,22,56
"supermarket",38,4.869565217,4.57,2.4082,4.53,11,26,24,87
"supervisor",48,4.269230769,4.26,2.4843,9.17,10,29,22,67
"supper",24,5.2,4.63,2.9952,6.32,6,29,23,62
"surfboard",29,5.916666667,4.57,1.6812,NA,9,30,23,68
"surgeon",50,5,4.54,2.9238,8.58,7,31,27,78
"surveyor",32,4.47826087,3.85,1.1461,11.67,8,30,20,39
"sushi",38,5.708333333,4.96,2.3483,11.19,5,39,36,113
"suspenders",45,5.24,4.68,1.6435,NA,10,72,60,118
"suture",31,4.652173913,4.15,2.1038,14.61,6,30,26,48
"swab",19,4.76,4.34,2.0864,8.94,4,28,23,50
"swamp",29,4.52173913,4.96,2.6618,7.95,5,34,22,46
"swan",28,4.208333333,4.96,2.5428,6.32,4,26,20,44
"sweatband",43,6.041666667,4.37,0.699,9.8,9,28,26,64
"sweater",36,6.592592593,4.78,2.8482,5.22,7,29,23,70
"sweatshirt",35,6.6,4.93,2.0828,5,10,25,25,68
"sweetener",23,5.2,4.48,1.1761,9.65,9,33,27,56
"swimsuit",31,6.08,4.78,2.0086,5.61,8,26,24,68
"swing",31,5.36,4.54,3.1225,4.16,5,29,26,61
"switchblade",35,5.869565217,5,1.3617,10.32,11,29,28,77
"switchboard",20,4.777777778,4.61,1.7709,8.56,11,27,22,36
"sword",44,5.461538462,4.93,3.1258,5.45,5,35,33,114
"syringe",43,5.535714286,4.81,2,10.63,7,51,35,92
"syrup",30,5.16,4.76,2.4166,5.42,5,36,29,91
"tabasco",27,5.260869565,4.59,1.3802,NA,7,32,26,54
"table",35,6.4,4.9,3.7314,4.39,5,25,25,84
"tablecloth",32,5.347826087,4.85,1.6902,6.26,10,26,21,66
"tablespoon",36,5.142857143,5,1,6.63,10,26,25,75
"tablet",48,6.517241379,4.82,1.8865,6.83,6,26,22,70
"tableware",28,6.083333333,4.65,0.4771,7.56,9,27,22,59
"tabloid",43,4.52173913,4.07,1.7559,10.95,7,28,23,64
"taco",30,NA,4.93,2.2014,7.72,4,26,23,68
"taffy",45,4.6,4.79,2.0899,7.44,5,36,33,93
"tag",33,4.72,4.25,2.8506,5,3,27,21,49
"tailcoat",27,5.47826087,4.67,0.301,12.33,8,27,21,46
"taillight",22,5,4.86,1.6335,9.33,9,28,24,36
"tailor",37,5.130434783,4.67,2.3304,9.83,6,31,24,56
"talisman",30,4.708333333,4.15,1.8751,12.67,8,31,20,40
"tambourine",46,5.916666667,4.86,1.6628,6.53,10,33,27,79
"tampon",33,6.208333333,4.86,1.5441,12.11,6,36,22,46
"tangerine",40,5.772727273,4.81,1.5911,8.15,9,26,24,102
"tank",60,4.608695652,4.8,3.1163,7.17,4,36,32,107
"tape",32,5.833333333,4.9,3.5456,4.42,4,34,28,61
"tapestry",29,4.565217391,4.52,1.5682,10.95,8,25,22,57
"tapioca",26,4.454545455,4.64,1.5051,9.16,7,30,26,56
"tar",40,4.37037037,4.78,2.2068,7.22,3,32,24,52
"tartar",20,4.48,4.4,1.8865,9.94,6,29,21,35
"tattoo",49,4.730769231,4.71,2.786,7.79,6,35,27,63
"tavern",30,4.36,4.78,2.2014,8.84,6,27,22,57
"taxi",43,5.464285714,4.93,3.1202,7.58,4,36,34,86
"taxpayer",24,4.583333333,4.14,1.4771,10.35,8,31,23,42
"tea",36,6.153846154,4.69,3.4758,5.47,3,25,24,56
"teabag",31,6.32,4.82,0.4771,6.67,6,28,24,49
"teacher",27,5.416666667,4.52,3.4538,4.55,7,26,22,60
"teacup",31,6.347826087,4.92,1.5315,5.39,6,26,23,67
"teahouse",25,4.347826087,4.57,1.6335,10.44,8,25,25,49
"teakettle",28,6.125,4.97,0.9031,7.37,9,27,24,59
"teakwood",29,5.136363636,4.62,0.301,13,8,26,21,49
"teammate",41,5.074074074,4.15,1.6721,6.17,8,24,22,70
"teapot",23,6.2,4.96,1.6532,6.22,6,29,26,53
"tear",23,4.44,4.56,3.1392,4.89,4,29,25,44
"teardrop",31,4.695652174,4.56,1.1761,6.06,8,32,28,53
"tearoom",39,4.458333333,4.58,0.9031,10.63,7,25,24,70
"teaspoon",25,4.76,4.76,1.3979,5.26,8,29,29,74
"teaspoonful",28,4.4,4.27,0.8451,7.45,11,37,32,79
"technician",30,4.56,4.1,2.1239,8.82,10,25,24,46
"teenager",49,5.08,4.34,2.5465,7.22,8,32,25,69
"teeth",28,6.275862069,4.96,3.3876,NA,5,33,33,108
"telescope",30,5.916666667,5,2.179,6.95,9,32,31,72
"television",36,5.6,4.83,3.238,4.11,10,26,24,84
"temple",36,4.84,4.53,2.9523,8.79,6,26,21,49
"tenant",31,4.8,4.55,2.1931,10.33,6,30,26,48
"tenderloin",37,4.962962963,4.39,1.3222,9,10,29,22,74
"tent",35,5.5,4.96,2.9509,5.16,4,33,33,77
"tepee",44,4.916666667,4.85,1.4472,5.65,5,36,30,78
"termite",29,4.32,4.7,1.5911,7.94,7,36,29,57
"terrace",39,4.454545455,4.67,2.2405,9.89,7,25,25,62
"terrier",45,5.416666667,4.62,1.699,8.68,7,34,28,103
"terrycloth",23,4.692307692,4.55,0.7782,12.07,10,32,20,44
"testes",33,5.083333333,4.54,0.9542,NA,6,28,22,48
"testicle",26,6.24,4.59,1.7709,11.6,8,25,20,38
"textile",38,4.964285714,4.23,1.415,9.75,7,26,21,59
"theatergoer",31,5,3.92,0.4771,12.65,11,31,26,52
"theologian",18,4.47826087,3.76,1.1761,14.52,10,31,21,34
"therapist",36,5.148148148,4.52,2.6866,10.89,9,25,22,64
"thermometer",25,5.56,4.96,2.0531,6.63,11,27,25,50
"thermos",31,5.518518519,4.67,1.7634,8.29,7,25,22,55
"thermostat",24,5.074074074,4.87,1.7709,8.89,10,24,22,43
